id,Table_Name,Table_Sub_Name,Table_Section,Breakdown,Quarter,Unit
281,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201709,$ (millions)
282,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Rental, hiring and real estate services",201709,$ (millions)
283,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Arts, recreation, and other services",201712,$ (millions)
284,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Goods-producing industries,201712,$ (millions)
285,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Health care and social assistance,201712,$ (millions)
286,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Other services industries,201712,$ (millions)
287,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Primary industries,201712,$ (millions)
288,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201712,$ (millions)
289,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Rental, hiring and real estate services",201712,$ (millions)
290,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Arts, recreation, and other services",201803,$ (millions)
291,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Goods-producing industries,201803,$ (millions)
292,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Health care and social assistance,201803,$ (millions)
293,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Other services industries,201803,$ (millions)
294,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Primary industries,201803,$ (millions)
295,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201803,$ (millions)
296,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Rental, hiring and real estate services",201803,$ (millions)
297,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Arts, recreation, and other services",201806,$ (millions)
298,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Goods-producing industries,201806,$ (millions)
299,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Health care and social assistance,201806,$ (millions)
300,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Other services industries,201806,$ (millions)
301,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Primary industries,201806,$ (millions)
302,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201806,$ (millions)
303,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Rental, hiring and real estate services",201806,$ (millions)
304,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Arts, recreation, and other services",201809,$ (millions)
305,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Goods-producing industries,201809,$ (millions)
306,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Health care and social assistance,201809,$ (millions)
307,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Other services industries,201809,$ (millions)
308,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Primary industries,201809,$ (millions)
309,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201809,$ (millions)
310,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Rental, hiring and real estate services",201809,$ (millions)
311,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Arts, recreation, and other services",201812,$ (millions)
312,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Goods-producing industries,201812,$ (millions)
313,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Health care and social assistance,201812,$ (millions)
314,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Other services industries,201812,$ (millions)
315,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Primary industries,201812,$ (millions)
316,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201812,$ (millions)
317,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Rental, hiring and real estate services",201812,$ (millions)
318,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Arts, recreation, and other services",201903,$ (millions)
319,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Goods-producing industries,201903,$ (millions)
320,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Health care and social assistance,201903,$ (millions)
321,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Other services industries,201903,$ (millions)
322,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Primary industries,201903,$ (millions)
323,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201903,$ (millions)
324,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Rental, hiring and real estate services",201903,$ (millions)
325,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Arts, recreation, and other services",201906,$ (millions)
326,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Goods-producing industries,201906,$ (millions)
327,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Health care and social assistance,201906,$ (millions)
328,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Other services industries,201906,$ (millions)
329,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Primary industries,201906,$ (millions)
330,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201906,$ (millions)
331,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Rental, hiring and real estate services",201906,$ (millions)
332,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Arts, recreation, and other services",201909,$ (millions)
333,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Goods-producing industries,201909,$ (millions)
334,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Health care and social assistance,201909,$ (millions)
335,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Other services industries,201909,$ (millions)
336,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Primary industries,201909,$ (millions)
337,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201909,$ (millions)
338,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Rental, hiring and real estate services",201909,$ (millions)
339,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Arts, recreation, and other services",201912,$ (millions)
340,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Goods-producing industries,201912,$ (millions)
341,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Health care and social assistance,201912,$ (millions)
342,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Other services industries,201912,$ (millions)
343,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Primary industries,201912,$ (millions)
344,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201912,$ (millions)
345,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Rental, hiring and real estate services",201912,$ (millions)
346,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Arts, recreation, and other services",202003,$ (millions)
347,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Goods-producing industries,202003,$ (millions)
